id,restaurant_name,rating,number_of_ratings,full_address,url
2894,Bernard Pub Bruselská,3.9,36,"Praha, Bruselská 8, 12000",https://www.restu.cz/bernard-pub-bruselska/
2895,One Club,0,1,"Praha, Melantrichova 5, 11000",https://www.restu.cz/one-club/
2896,"Vinograf Anděl, wine bar & bistro",4.4,27,"Praha, Radlická 1/3185, 15000",https://www.restu.cz/vinograf-andel-wine-bar-bistro/
2897,Kavárna Dolce Abbraccio,4.5,8,"Praha, Nerudova 235/43, 11800",https://www.restu.cz/kavarna-dolce-abbraccio/
2898,Balcony Bar Prague,3.9,15,"Praha, Jungmannovo náměstí 754/17, 11000",https://www.restu.cz/balcony-bar-prague/
2899,Veggie Garden,0,4,"Praha, Pobřežní 12, 18600",https://www.restu.cz/veggie-garden/
2900,Beat Restaurant,0,3,"Praha, Donská 179/11, 10100",https://www.restu.cz/beat-restaurant/
2901,Little México Prague,4.7,11,"Praha, Seifertova 599/93, 13000",https://www.restu.cz/little-mexico-prague/
2902,Fast food Rancheros,0,1,"Praha, Aviatická, 16100",https://www.restu.cz/fast-food-rancheros-1/
2903,Sumo Sushi & Grill Černý Most,4.3,15,"Praha, Chlumecká 6, 19800",https://www.restu.cz/sumo-sushi-grill-cerny-most/
2904,Dong Do,4.3,7,"Praha, Libušská 319/126, 14200",https://www.restu.cz/dong-do/
2905,Tiebreak,4.2,7,"Praha, Ostrov Štvanice 38, 17000",https://www.restu.cz/tiebreak/
2906,Thai Box Food,4.2,26,"Praha, Senovážné náměstí 1464/6, 11000",https://www.restu.cz/thai-box-food-1/
2907,Mansson's Bakery,0,2,"Praha, Bílkova 8 , 11000",https://www.restu.cz/mansson-s-bakery/
2908,Kaldi fresh coffee bar,4.6,28,"Praha, Vyšehradská 37, 12800",https://www.restu.cz/kaldi-fresh-coffee-bar/
2909,Sokol,0,1,"Praha, Na chobotě 125/2b, 16300",https://www.restu.cz/sokol-1/
2910,Třináctka,0,1,"Praha, Sluneční náměstí 2580/13, 15800",https://www.restu.cz/trinactka/
2911,Café Zátiší,4.0,15,"Praha, Urešova 1757, 14000",https://www.restu.cz/cafe-zatisi/
2912,Michelská pivnice,0,3,"Praha, Nuselská 104, 14000",https://www.restu.cz/michelska-pivnice/
2913,Mlsounek,0,2,"Praha, Libušská 216, 14200",https://www.restu.cz/kavarna-mlsounek/
2914,Mamaison Hotel Riverside,0,1,"Praha, Janáčkovo nábřeží 15, 15000",https://www.restu.cz/mamaison-hotel-riverside/
2915,Raw & Vegan Bistro,0,1,"Praha, Stromovka, 17000",https://www.restu.cz/raw-vegan-bistro/
2916,Pho Nam Nam,4.3,14,"Praha, Konecchlumského 7, 16900",https://www.restu.cz/pho-nam-nam/
2917,Kavárna Mamacoffee Londýnská,4.0,10,"Praha, Londýnská 49, 12000",https://www.restu.cz/kavarna-mamacoffee-londynska/
2918,Noodle Pankrác,0,3,"Praha, Na Strži 65, 14000",https://www.restu.cz/noodle-pankrac/
2919,NoodleTime Pankrác,0,1,"Praha, Žukovského 852/1, 16100",https://www.restu.cz/noodletime-pankrac/
2920,Šalanda U Průhonu,4.2,16,"Praha, Makovského 27A, 16300",https://www.restu.cz/salanda-u-pruhonu/
2921,Čajovna Tea lounge,0,4,"Praha, Přibyslavská 10, 13000",https://www.restu.cz/cajovna-tea-lounge/
2922,Bánh Mí Makers,0,1,"Praha, Dlouhá 39 (Gurmet pasáž - vchod také z Hradební 1), 11000",https://www.restu.cz/banh-mi-makers/
2923,Kavárna Bitcoin Coffee,0,1,"Praha, Dělnická 43, 17000",https://www.restu.cz/bitcoin-coffee/
2924,Coffee room,5.0,6,"Praha, Korunní 74, 10100",https://www.restu.cz/coffee-room/
2925,Kavárna Kočičí,4.3,37,"Praha, Křižíkova 22, 18600",https://www.restu.cz/kavarna-kocici/
2926,I Need Coffee,0,1,"Praha, Na Moráni, 12800",https://www.restu.cz/i-need-coffee/
2927,Kavárna Kafe komedie,0,4,"Praha, Jungmannova 1, 11000",https://www.restu.cz/kafe-komedie/
2928,Cafe & bar Park,0,5,"Praha, Kamenická 56, 17000",https://www.restu.cz/cafe-bar-park/
2929,Click Coffee,4.5,15,"Praha, Karla Engliše 3211/3, 15000",https://www.restu.cz/click-coffee/
2930,Kavárna Café Terronská,0,4,"Praha, Terronská 62, 16000",https://www.restu.cz/cafe-terronska/
2931,Kavárna Zastav se,0,1,"Praha, Koněvova 61, 13000",https://www.restu.cz/kavarna-zastav-se/
2932,Viniční Domek,0,1,"Praha, Chuchelská 6/1, 14300",https://www.restu.cz/vinicni-domek/
2933,Restaurant Kořenského,4.1,34,"Praha, Kořenského 1054/3, 15000",https://www.restu.cz/restaurant-korenskeho/
2934,Armstrong Bar,0,1,"Praha, Koulova 1501/15, 16000",https://www.restu.cz/armstrong-bar/
2935,Creme de la creme,4.9,6,"Praha, Husova 12, 11000",https://www.restu.cz/creme-de-la-creme/
2936,Kavárna Havran Café,4.5,7,"Praha, Sokolovská 444/118, 18600",https://www.restu.cz/havran-cafe/
2937,Čekárna,4.0,10,"Praha, Vratislavova 30/8, 12800",https://www.restu.cz/kavarna-cekarna/
2938,Green Factory - Florentinum,0,1,"Praha, Na florenci 15, 11000",https://www.restu.cz/green-factory/
2939,Čajovna Dharmasala,0,4,"Praha, Peckova 15, 18600",https://www.restu.cz/cajovna-dharmasala/
2940,Green Factory - Národní třída,0,2,"Praha, Národní třída 18, 11000",https://www.restu.cz/green-factory-narodni-trida/
2941,Vinárna Záletná sova,0,1,"Praha, Šmeralova 128/7, 17000",https://www.restu.cz/vinarna-zaletna-sova/
2942,Vinárna a vinotéka U Zvonků,5.0,24,"Praha, Wuchterlova 567/3, 16000",https://www.restu.cz/vinarna-a-vinoteka-u-zvonku/
2943,Vinohradský Burger Bar,0,3,"Praha, Vinohradská 67, 12000",https://www.restu.cz/vinohradsky-burger-bar/
2944,Martin's bistro,4.8,20,"Praha, Velehradská 1911/4, 13000",https://www.restu.cz/martin-s-bistro/
2945,Venue,0,1,"Praha, Havelská 4, 11000",https://www.restu.cz/venue/
2946,Kavárna Coffeepark,0,4,"Praha, Chopinova 6, 12000",https://www.restu.cz/kavarna-coffeepark/
2947,Asian Temple,4.4,36,"Praha, Bílkova 13, 11000",https://www.restu.cz/asian-temple/
2948,Kavárna Coffee no54tu,0,2,"Praha, Koněvova 1107/54, 13000",https://www.restu.cz/coffee-no54tu/
2949,Kavárna Studio Alta,0,1,"Praha, U Výstaviště 1286/21, 17000",https://www.restu.cz/studio-alta/
2950,Kafíčko 33,0,3,"Praha, Zborovská 38, 15000",https://www.restu.cz/kaficko-33/
2951,Kavárna Ponrepo,0,1,"Praha, Bartolomějská 291/11, 11000",https://www.restu.cz/kavarna-ponrepo/
2952,Hellcat grill,0,1,"Praha, Areál Výstaviště 67, 17000",https://www.restu.cz/hellcat-grill/
2953,Balkan Expres,0,1,"Praha, V Zahradách 802/23, 18000",https://www.restu.cz/balkan-expres/
2954,Bar U Klíčů,0,1,"Praha, Prokopská 4, 11800",https://www.restu.cz/bar-u-klicu/
2955,Přízemí,3.7,10,"Praha, Pod Hájkem 2204, 18000",https://www.restu.cz/prizemi/
2956,Kavárna Cafe Letka,4.5,84,"Praha, Letohradská 44, 17000",https://www.restu.cz/cafe-letka/
2957,Naše Toustárna,0,2,"Praha, Dělnická 56, 17000",https://www.restu.cz/nase-toustarna/
2958,Erawan,4.2,7,"Praha, Štupartská 6, 11000",https://www.restu.cz/erawan/
2959,Pitaya,0,2,"Praha, Štúrova 1978, 14200",https://www.restu.cz/pitaya/
2960,L'Osteria,0,3,"Praha, Anny Letenské 10, 12000",https://www.restu.cz/l-osteria/
2961,Fuji Runnin Sushi & Wok,3.2,17,"Praha, Švehlova 32, 10200",https://www.restu.cz/fuji-runnin-sushi-wok/
2962,Steampunk Prague,4.6,27,"Praha, V Kolkovně 5, 11000",https://www.restu.cz/steampunk-prague/
2963,Kozlovna U Paukerta,4.2,76,"Praha, Národní 981/17, 11000",https://www.restu.cz/kozlovna-u-paukerta/
2964,Halong Bay,0,1,"Praha, Krakovská 1352/20, 11000",https://www.restu.cz/halong-bay/
2965,Ocean Blue,3.0,9,"Praha, Arbesovo náměstí 1029/1, 15000",https://www.restu.cz/restaurace-ocean-blue/
2966,Asia restaurant,4.1,7,"Praha, Petržílkova 2706/30, 15800",https://www.restu.cz/asia-restaurant/
2967,Huong Sen,0,1,"Praha, Řipská 818/19, 13000",https://www.restu.cz/restaurace-huong-sen/
2968,Thanh Tam Asia Food Holešovice,0,2,"Praha, Dělnická 311/19, 17000",https://www.restu.cz/thanh-tam-asia-food/
2969,Thanh Tam Asia Food Vyšehrad,0,1,"Praha, Na Slupi 142/5, 12800",https://www.restu.cz/thanh-tam-asia-food-vysehrad/
2970,Hanoi,4.0,6,"Praha, Slezská 981/57, 13000",https://www.restu.cz/restaurace-hanoi-1/
2971,Zen Bistro,0,3,"Praha, Makovského 1349/2a, 16300",https://www.restu.cz/zen-bistro/
2972,Vistar Fast Food,0,1,"Praha, Drahobejlova 1073/36, 19000",https://www.restu.cz/vistar-fast-food/
2973,Sofra,0,4,"Praha, Jeremenkova 1835, 14000",https://www.restu.cz/sofra/
2974,Restaurant Yong,0,1,"Praha, Karlovo náměstí 315/6, 12000",https://www.restu.cz/restaurant-yong/
2975,Restaurace Hoang Thanh,0,1,"Praha, Libušská 319/126, 14200",https://www.restu.cz/restaurace-hoang-thanh/
2976,Sen Restaurant,0,1,"Praha, Slezská 778/20, 12000",https://www.restu.cz/sen-restaurant/
2977,Bánh Mi Freta,0,1,"Praha, 28. října 376/11, 11000",https://www.restu.cz/banh-mi-freta/
2978,Ba Bai Wan,0,1,"Praha, Záběhlická 3/82, 10600",https://www.restu.cz/ba-bai-wan/
2979,Tomo restaurant,0,1,"Praha, Mánesova 1067/35, 12000",https://www.restu.cz/tomo-restaurant/
2980,Arirang Sushi Grand,0,3,"Praha, Vršovické náměstí 1012/4, 10100",https://www.restu.cz/arirang-sushi-grand/
2981,Vidličky a nože Strašnice,4.2,23,"Praha, Vinohradská 1510, 10000",https://www.restu.cz/vidlicky-a-noze-strasnice/
2982,Cukrárna Ovocný Světozor Dejvická,3.5,12,"Praha, Dejvická 306/9, 16000",https://www.restu.cz/ovocny-svetozor-4/
2983,Bonimi Bistro,0,4,"Praha, Československé armády 714, 16000",https://www.restu.cz/bonimi-bistro/
2984,Tankovna Karlín,3.8,58,"Praha, Sokolovská 100, 18600",https://www.restu.cz/tankovna-karlin/
2985,Home Kitchen Kozí,4.6,17,"Praha, Kozí 5, 11000",https://www.restu.cz/home-kitchen-kozi/
2986,Kavárna Nahoře,4.1,25,"Praha, Na Hutích 9, 16000",https://www.restu.cz/kavarna-nahore/
2987,Bistro Cake Cafe,4.3,10,"Praha, Jungmannovo náměstí 21, 11000",https://www.restu.cz/cake-cafe/
2988,Ristorante La Piazza,3.7,6,"Praha, Slezská 879/31, 13000",https://www.restu.cz/ristorante-la-piazza/
2989,Restaurant 2+KK,4.3,8,"Praha, Náměstí Míru 13, 12000",https://www.restu.cz/restaurant-2-kk/
2990,Smíchoff,0,1,"Praha, Moulíkova 2240/5, 15000",https://www.restu.cz/pivnice-smichoff/
2991,Neřežínka,0,1,"Praha, Na Hřebenkách 1243/19, 15000",https://www.restu.cz/vinoteka-nerezinka/
2992,Perfect Bistro v Pankráckém Rynku,0,1,"Praha, Na Strži 1721/63a, 14000",https://www.restu.cz/perfect-bistro-v-pankrackem-rynku/
2993,Čajovna Děravý kotlík,0,1,"Praha, Brunclíkova 17, 16200",https://www.restu.cz/deravy-kotlik/
2994,Sakura´s Praha,3.7,6,"Praha, Karlovo náměstí 2097/10, 12000",https://www.restu.cz/sakura-s-praha/
2995,Charles Bridge Restaurant,3.2,6,"Praha, Smetanovo nábřeží 195, 11000",https://www.restu.cz/charles-bridge-restaurant/
2996,Plný pekáč,4.4,9,"Praha, Lázeňská 286/6, 11800",https://www.restu.cz/plny-pekac/
2997,Kavárna BREWcoff,3.6,8,"Praha, Malé náměstí 457/13, 11000",https://www.restu.cz/brewcoff/
2998,Black Sheep,0,1,"Praha, Americká 29, 12000",https://www.restu.cz/black-sheep/
2999,Vinárna Sklípek U Zlatého hroznu,4.3,25,"Praha, Rumunská 24, 12000",https://www.restu.cz/sklipek-u-zlateho-hroznu-1/
3000,Pizza Borsalino Praha,0,1,"Praha, Ostrovní 34, 11000",https://www.restu.cz/pizza-borsalino-praha/
3001,Klub Famu,0,4,"Praha, Smetanovo nábřeží 2, 11000",https://www.restu.cz/klub-famu/
3002,Cukrárna Les Délices,0,1,"Praha, Koněvova 64, 13000",https://www.restu.cz/les-delices/
3003,Kavárna Bejvávalo,0,5,"Praha, Lodecká 7, 11000",https://www.restu.cz/bejvavalo/
3004,Bistro & Café U Hájků,0,1,"Praha, Na Florenci 29, 11000",https://www.restu.cz/bistro-cafe-u-hajku/
3005,La Rivière restaurant,4.6,55,"Praha, Smetanovo nábřeží 22, 11000",https://www.restu.cz/la-rivi-re-restaurant/
3006,Kavárna Cafe 131,4.5,14,"Praha, Pod kaštany 183/3, 16000",https://www.restu.cz/cafe-131/
3007,La Liberta,4.2,10,"Praha, Svobodova 11, 12800",https://www.restu.cz/la-liberta/
3008,Coruba café bar,0,1,"Praha, Anglická 1, 12000",https://www.restu.cz/coruba-cafe-bar/
3009,Kavárna Klub V. Kolona,0,4,"Praha, Ústavní 91, 18100",https://www.restu.cz/v-kolona/
3010,Bistro Jan Paukert,4.1,20,"Praha, Rohanské nábřeží 671/15, 18600",https://www.restu.cz/bistro-jan-paukert/
3011,20 Pip Craft Pub,4.0,13,"Praha, Slezská 1357/1, 12000",https://www.restu.cz/20-pip-craft-pub/
3012,Hb Bistro,0,4,"Praha, Starostrašnická 858/33, 10000",https://www.restu.cz/hb-bistro/
3013,Kavárna Caffé Harfa,0,5,"Praha, Pod Harfou 943/32, 19000",https://www.restu.cz/caffe-harfa/
3014,Midas Bar & Restaurant,0,1,"Praha, Veselská 663, 19900",https://www.restu.cz/midas-bar-restaurant/
3015,Kavárna Super Tramp Coffee,0,2,"Praha, Opatovická 18, 11000",https://www.restu.cz/super-tramp-coffee/
3016,Pivovarská restaurace Dvorce,4.0,21,"Praha, Jeremenkova 920/7, 14700",https://www.restu.cz/pivovarska-restaurace-dvorce/
3017,Melina Restaurant,0,2,"Praha, Jihlavská 507, 14000",https://www.restu.cz/melina-restaurant/
3018,Herbivore,0,3,"Praha, Rašínovo nábřeží 34, 12800",https://www.restu.cz/herbivore/
3019,Čajovna u grÉbovky,0,1,"Praha, Rybalkova 57/382, 10100",https://www.restu.cz/cajovna-grebovka/
3020,Minipivovar Beznoska,4.4,49,"Praha, Klíčovská 805/11, 19000",https://www.restu.cz/minipivovar-beznoska/
3021,Basilico - pizzeria & ristorante,4.5,29,"Praha, Moskevská 342/20, 10100",https://www.restu.cz/basilico-pizzeria-ristorante/
3022,U Dvou štírů,0,1,"Praha, Libušská 11/216, 14200",https://www.restu.cz/u-dvou-stiru/
3023,Vinárna Vínečko na Bořislavce,0,1,"Praha, Evropská 55, 16000",https://www.restu.cz/vinecko-na-borislavce/
3024,U Kocoura,0,2,"Praha, Jandova 207/4, 19000",https://www.restu.cz/u-kocoura/
3025,La Casa di Erminio,4.9,14,"Praha, Krkonošská 10, 12000",https://www.restu.cz/la-casa-di-erminio/
3026,Domyno Burger Bar,4.6,40,"Praha, Novodvorská 1062/12, 14200",https://www.restu.cz/domyno-burger-bar/
3027,Cocktail Bar Milá Tchýně Vršovice - spodní bar,0,1,"Praha, Minská 11/626, 10100",https://www.restu.cz/cocktail-bar-mila-tchyne-vrsovice-spodni-bar/
3028,Hrom do police,3.7,20,"Praha, Ostrovského 7, 15000",https://www.restu.cz/hrom-do-police/
3029,Sushi Time Bistro Quadrio,0,1,"Praha, Stroupežnického 17, 11000",https://www.restu.cz/sushi-time-bistro-quadrio/
3030,YAM YAM Černý Most,3.9,23,"Praha, Bryksova 818/48, 19800",https://www.restu.cz/yam-yam-cerny-most/
3031,Sofram,0,3,"Praha, Rumunská 26, 12000",https://www.restu.cz/sofram/
3032,Čajovna setkání,0,3,"Praha, Vojtěšská 2, 11000",https://www.restu.cz/cajovna-setkani-1/
3033,Dai Marinai ristorante & pizzeria,4.2,36,"Praha, Zázvorkova 25/3, 15500",https://www.restu.cz/dai-marinai/
3034,Delmart,4.3,34,"Praha, Nádražní 344, 15000",https://www.restu.cz/delmart/
3035,Českavárna Portheimka,4.2,11,"Praha, Štefánikova 12, 15000",https://www.restu.cz/ceskavarna-portheimka/
3036,Vinárna Bouvard a Pécuchet,0,3,"Praha, Vodičkova 17, 11000",https://www.restu.cz/bouvard-a-pecuchet/
3037,Prosekárna Myslíkova,4.8,12,"Praha, Myslíkova 16, 12000",https://www.restu.cz/prosekarna-myslikova/
3038,Phill's Corner,3.9,40,"Praha, Komunardů 32, 17000",https://www.restu.cz/phill-s-corner/
3039,Bad Flash Bar Krymská,0,2,"Praha, Krymská 2, 10100",https://www.restu.cz/bad-flash-bar/
3040,Laundry Bar,0,1,"Praha, Nerudova 246/21, 11800",https://www.restu.cz/laundry-bar/
3041,Bar Kyklop,0,1,"Praha, Korunovační 4, 17000",https://www.restu.cz/kyklop/
3042,Kavárna Šachový Václavák,0,1,"Praha, Václavské náměstí 782/22, 11000",https://www.restu.cz/sachovy-vaclavak/
3043,Zastávka U SRUBU,4.3,36,"Praha, Martinická 1083, 19700",https://www.restu.cz/zastavka-u-srubu/
3044,Vinotéka U Chromých,0,1,"Praha, Roháčova 94, 13000",https://www.restu.cz/vinoteka-u-chromych/
3045,Richard's Kitchen,4.4,27,"Praha, Vyšehradská 1376/43, 12800",https://www.restu.cz/richard-s-kitchen/
3046,Hospoda Stará Ořechovka,0,1,"Praha, Na Ořechovce 250/3b, 16200",https://www.restu.cz/hospoda-stara-orechovka/
3047,Kavárna Halabala café & baby,0,1,"Praha, Hládkov 686/3, 16900",https://www.restu.cz/halabala-cafe-baby/
3048,Today Restaurant,4.0,31,"Praha, Veronské náměstí 590, 10900",https://www.restu.cz/today-restaurant/
3049,Modřanka,0,1,"Praha, Soukalova 3355, 14300",https://www.restu.cz/jidelna-modranka/
3050,Kavárna Kafe ve skříni,0,1,"Praha, Francouzská 765/50, 10100",https://www.restu.cz/kafe-ve-skrini/
3051,Kavárna Pracovna,3.9,6,"Praha, Vlkova 628/36, 13000",https://www.restu.cz/kavarna-pracovna/
3052,Kavárna Už jsme doma,0,1,"Praha, Uralská 770/6, 16000",https://www.restu.cz/kavarna-uz-jsme-doma/
3053,Kavárna Cafe Prostoru,3.9,11,"Praha, Technická 2710/6, 16000",https://www.restu.cz/cafe-prostoru_/
3054,Klubovna,0,1,"Praha, Generála Píky, 16000",https://www.restu.cz/klubovna/
3055,Kavárna InKafe,0,1,"Praha, Gercenova 1181/10, 10200",https://www.restu.cz/inkafe/
3056,Kavárna Coffee Break & Cake Žižkov,4.1,9,"Praha, Husinecká 2, 13000",https://www.restu.cz/coffee-break-cake/
3057,Coffee Break & Cake Albertov,0,1,"Praha, Na Slupi 9, 12800",https://www.restu.cz/coffee-break-cake-1/
3058,Meana,4.6,9,"Praha, Na úlehli 3, 14100",https://www.restu.cz/meana/
3059,Vinárna Pavillon du Vin,0,1,"Praha, Mánesova 87, 12000",https://www.restu.cz/pavillon-du-vin/
3060,Vinárna Champagneria,0,1,"Praha, Průchodní 4, 11000",https://www.restu.cz/champagneria/
3061,Kavárna Garden Coffee Shop,0,1,"Praha, Jungmannovo náměstí 18, 11000",https://www.restu.cz/garden-coffee-shop/
3062,Cukrárna IF Cafe 2,5.0,14,"Praha, Tylovo náměstí 2, 12000",https://www.restu.cz/if-cafe-2/
3063,Bar Illegal Beer,4.1,14,"Praha, Ve Smečkách 590/16, 11000",https://www.restu.cz/illegal-beer/
3064,Restaurant Nový Shang Hai,0,1,"Praha, Hládkov 703, 16900",https://www.restu.cz/restaurant-novy-shang-hai/
3065,Hostinec Na Hubálce,0,1,"Praha, Za Hládkovem 2, 16900",https://www.restu.cz/hostinec-na-hubalce/
3066,Salmovská literární kavárna,0,1,"Praha, Salmovská 2003/16, 12000",https://www.restu.cz/salmovska-literarni-kavarna/
3067,In Loco Budweiser Budvar Florenc,0,5,"Praha, Sokolovská 32, 18600",https://www.restu.cz/in-loco-budweiser-budvar-florenc/
3068,Famagusta,0,4,"Praha, Vyšehradská 53, 12800",https://www.restu.cz/famagusta/
3069,Literární kavárna v budově Právnické fakulty UK,0,1,"Praha, nám. Curieových 7, 11640",https://www.restu.cz/literarni-kavarna-v-budove-pravnicke-fakulty-uk/
3070,St.Martin,0,4,"Praha, Vlašská 7, 11800",https://www.restu.cz/st-martin/
3071,Doruky Drink,0,1,"Praha, Korunní 62, 12000",https://www.restu.cz/doruky-drink/
3072,Kavárna Volvox Globator,0,1,"Praha, Štítného 16, 13000",https://www.restu.cz/volvox-globator/
3073,Pizza Fabbricia,0,1,"Praha, Bělohorská 205, 16900",https://www.restu.cz/pizza-fabbricia/
3074,Pípa - Beer Story,3.9,20,"Praha, Dlouhá 14, 11000",https://www.restu.cz/pipa-beer-story/
3075,Koulovna,4.0,69,"Praha, Arkalycká 877/1, 14900",https://www.restu.cz/restaurace-koulovna/
3076,Café Bar Deštník,3.6,21,"Praha, nám. Winstona Churchilla 4, 13000",https://www.restu.cz/cafe-bar-destnik/
3077,Kavárna Liberica Café,0,1,"Praha, Myslíkova 20, 12000",https://www.restu.cz/liberica-cafe/
3078,Kavárna Na Hollaru,0,1,"Praha, Smetanovo nábřeží 995/6, 11000",https://www.restu.cz/na-hollaru/
3079,Poctivej Výčep,4.8,21,"Praha, Třeboradická 478/19, 18200",https://www.restu.cz/poctivej-vycep/
3080,Kavárna Zmrzlinář,4.6,19,"Praha, Slezská 15, 12000",https://www.restu.cz/zmrzlinar/
3081,Home Kitchen Anděl,4.5,25,"Praha, Radlická 3185/ 1b, 15000",https://www.restu.cz/home-kitchen-andel/
3082,Tràng An,4.5,17,"Praha, Bubenské nábřeží 306/13, 17000",https://www.restu.cz/tr-ng-an/
3083,U Matěje,4.5,6,"Praha, Slévačská 744/1, 19800",https://www.restu.cz/u-mateje/
3084,Na Hrádku,3.7,7,"Praha, Šlikova 15, 16900",https://www.restu.cz/na-hradku/
3085,Kofárna,4.3,32,"Praha, Zborovská 60, 15000",https://www.restu.cz/kofarna-cafe/
3086,Bistro Waipawa,0,1,"Praha, Kodaňská 22, 10100",https://www.restu.cz/waipawa/
3087,Pivovar U Dobřenských,4.4,18,"Praha, U Dobřenských 268/3, 11000",https://www.restu.cz/pivovar-u-dobrenskych/
3088,Kelt Mek,0,1,"Praha, Husitská 48, 13000",https://www.restu.cz/kelt-mek/
3089,My Life is Good,0,3,"Praha, Verdunská 627/11, 16000",https://www.restu.cz/my-life-is-good/
3090,Mechanický Balet,4.2,35,"Praha, Žitná 52, 12000",https://www.restu.cz/mechanicky-balet/
3091,Globus,4.4,36,"Praha, Křižíkova 512/68, 18600",https://www.restu.cz/globus/
3092,Kavárna Cafe Lava,3.9,6,"Praha, Kyselova 1657/3, 18200",https://www.restu.cz/cafe-lava/
3093,GUO,4.3,27,"Praha, Bucharova 14, 15800",https://www.restu.cz/guo/
3094,Bejzment na Šaldě,0,1,"Praha, K Měchurce 12, 15800",https://www.restu.cz/bejzment-na-salde/
3095,U Kohouta,4.3,53,"Praha, Moskevská 20, 10100",https://www.restu.cz/u-kohouta-1/
3096,Dammas,3.2,12,"Praha, Českobrodská 1, 19011",https://www.restu.cz/dammas/
3097,Pho Viet Huong,3.9,6,"Praha, Zenklova 8/78, 18000",https://www.restu.cz/pho-viet-huong/
3098,Michelle sushi,0,5,"Praha, Prosecká 97, 19000",https://www.restu.cz/michelle-sushi/
3099,Kavárna Double B Bucharova,4.5,16,"Praha, Bucharova 2641/14, 15800",https://www.restu.cz/kavarna-double-b-bucharova/
3100,Hospůdka Na zápraží,0,1,"Praha, Neratovická 29, 18200",https://www.restu.cz/hospudka-na-zaprazi/
3101,Kavárna Prostě kafe,0,3,"Praha, Kodaňská 53, 10100",https://www.restu.cz/kavarna-proste-kafe/
