id,restaurant_name,rating,number_of_ratings,full_address,url
1930,Korean restaurant KIMCHI,3.8,8,"Praha, Bělohorská 160, 16900",https://www.restu.cz/korean-restaurant-kimchi/
1931,Loving Hut Poříčí,4.5,39,"Praha, Poříčí 25, 11000",https://www.restu.cz/loving-hut-truhlarska/
1932,Loving Hut Plzeňská,0,3,"Praha, Plzeňská 233/8, 15000",https://www.restu.cz/loving-hut-oc-novy-smichov/
1933,Loving Hut Radlická,0,5,"Praha, Radlická 520/117, 15800",https://www.restu.cz/restaurace-loving-hut-oc-galerie-butovice/
1934,Café restaurant Mondi,0,1,"Praha, Na Chvalské tvrzi 859/2, 19300",https://www.restu.cz/cafe-restaurant-mondi/
1935,Restaurant ne-SMYSL,3.7,10,"Praha, Jihlavská 823/78, 14000",https://www.restu.cz/restaurant-ne-smysl/
1936,L´Epoque Restaurant hotelu Palace,0,1,"Praha, Panská 897/12, 11000",https://www.restu.cz/lepoque-restaurant-hotelu-palace/
1937,Na kopci,4.8,160,"Praha, K Závěrce 2774/20, 15000",https://www.restu.cz/restaurace-na-kopci-2/
1938,Na Tý Louce Zelený,4.2,57,"Praha, K Zelené louce 451, 14800",https://www.restu.cz/restaurace-na-ty-louce-zeleny-1/
1939,Pivovar a restaurace Pivovarský Dům,3.7,33,"Praha, Lípová 511/15, 12000",https://www.restu.cz/pivovar-a-restaurace-pivovarsky-dum/
1940,Restaurace Vltava Hotelu President,0,1,"Praha, náměstí Curieových 100/1, 11000",https://www.restu.cz/restaurace-vltava-hotelu-president/
1941,Restaurace Blaník,0,1,"Praha, V Korytech 71, 10000",https://www.restu.cz/restaurace-blanik-2/
1942,Radost FX,4.4,59,"Praha, Bělehradská 234/120, 12000",https://www.restu.cz/radost-fx/
1943,Kavárna Trojský zámek,0,1,"Praha, U trojského zámku 1/4, 17100",https://www.restu.cz/cafe-trojsky-zamek/
1944,Krčma U Sedmi švábů,0,4,"Praha, Nerudova 241/31, 11800",https://www.restu.cz/krcma-u-sedmi-svabu/
1945,Bistro Santinka,4.0,27,"Praha, Náměstí na Santince, 16000",https://www.restu.cz/bistro-santinka/
1946,Bartida Degustation Bar & Shop,0,1,"Praha, Havelská 500/25, 11000",https://www.restu.cz/bartida-degustation-bar-shop/
1947,Hai Há,0,1,"Praha, Libušská 319/126, 14800",https://www.restu.cz/hai-ha/
1948,Locanda Emanuele,4.3,6,"Praha, Horoměřická 2337/8, 16400",https://www.restu.cz/locanda-ema/
1949,Marina Ristorante,4.6,135,"Praha, Alšovo nábřeží, 11000",https://www.restu.cz/marina-ristorante/
1950,Bistro Polífkárna,0,1,"Praha, Pikrtova 1321/1, 14000",https://www.restu.cz/polifkarna/
1951,Jídelna – bistro U Sotonů,0,1,"Praha, Jaromírova 2/789, 12800",https://www.restu.cz/jidelna-bistro-u-sotonu/
1952,True Blue,4.5,28,"Praha, Na spojce 87/8, 10100",https://www.restu.cz/true-blue/
1953,Indian by Nature I,4.7,24,"Praha, Pernerova 478/1  , 18600",https://www.restu.cz/indian-by-nature-i/
1954,James Dean,4.6,123,"Praha, V kolkovně 922/1, 11000",https://www.restu.cz/james-dean/
1955,Mezi Lány,0,1,"Praha, Mezi lány 504/15  , 15800",https://www.restu.cz/mezi-lany/
1956,BlackBerry Café & Restaurant,0,1,"Praha, Michelská 721/31, 14100",https://www.restu.cz/blackberry-cafe-restaurant/
1957,Black Bridge,0,2,"Praha, Národních hrdinů 891, 19012",https://www.restu.cz/restaurace-black-bridge/
1958,U Bobra Xaverov,0,2,"Praha, Božanovská 2098/26, 19300",https://www.restu.cz/restaurace-u-bobra-xaverov/
1959,Bageterie Boulevard Letná,0,1,"Praha, Letenské náměstí 748/6, 17000",https://www.restu.cz/bageterie-boulevard-letna/
1960,Bageterie Boulevard  Národní,0,2,"Praha, Národní 1022/27  , 11000",https://www.restu.cz/bageterie-boulevard-narodni/
1961,Bageterie Boulevard NC Atrium Flora,0,3,"Praha, Vinohradská 2828/151, 13000",https://www.restu.cz/bageterie-boulevard-nc-atrium-flora/
1962,Bageterie Boulevard NC Metropole Zličín,0,1,"Praha, Řevnická 1/121, 15000",https://www.restu.cz/bageterie-boulevard-nc-metropole-zlicin/
1963,Bageterie Boulevard Dejvická,4.4,7,"Praha, Vítězné náměstí 774/14 , 16000",https://www.restu.cz/bageterie-boulevard-dejvicka/
1964,"Bageterie Boulevard Thámova, Karlín",0,1,"Praha, Thámova 115/22, 18600",https://www.restu.cz/bageterie-boulevard-thamova-karlin/
1965,Bageterie Boulevard NC Eden,0,1,"Praha, U Slavie 1527/3, 10100",https://www.restu.cz/bageterie-boulevard-nc-eden/
1966,Mlejn,3.2,7,"Praha, Kovářova 1615/4, 15500",https://www.restu.cz/restaurace-mlejn/
1967,Bilbo Šmak Praha - Centrum Černý Most,0,1,"Praha, Chlumecká 765/6, 19800",https://www.restu.cz/bilbo-smak-praha-centrum-cerny-most/
1968,Hadovka Restaurant,0,1,"Praha, Evropská 2588/33a, 16000",https://www.restu.cz/hadovka-restaurant/
1969,SOREHA ROUT,0,1,"Praha, Evropská 2588/33a, 16000",https://www.restu.cz/soreha-rout/
1970,Retro Music Hall,0,1,"Praha, Francouzská 75/4, 12000",https://www.restu.cz/retro-music-hall/
1971,Pražanka,0,4,"Praha, Jažlovická 1499/38, 14900",https://www.restu.cz/restaurace-prazanka-3/
1972,Pitkovická hospoda,0,1,"Praha, Žampiónová 25, 10400",https://www.restu.cz/pitkovicka-hospoda/
1973,Jidelna U Šimůnků Praha,0,1,"Praha, Dělnická 213/12, 17000",https://www.restu.cz/jidelna-u-simunku-praha/
1974,Cappuccino cafe,0,1,"Praha, Severovýchodní II 553/2, 14100",https://www.restu.cz/cappuccino-cafe-1/
1975,Cukrárna Charlie,0,1,"Praha, Nuselská 595/78, 14000",https://www.restu.cz/cukrarna-charlie/
1976,Cukrárna Delikates,0,2,"Praha, Vinohradská 2266/118, 13000",https://www.restu.cz/cukrarna-delikates/
1977,Cukrárna Sladká Monika,0,1,"Praha, Vlkova 456/10, 13000",https://www.restu.cz/cukrarna-sladka-monika/
1978,Pizza a caffe u Veverky,0,2,"Praha, Olštýnská 607/1, 18100",https://www.restu.cz/pizza-a-caffe-u-veverky/
1979,The Dubliner Irish Pub & Restaurant,0,1,"Praha, Týn 639/1, 11000",https://www.restu.cz/the-dubliner-irish-pub-restaurant/
1980,Cukrárna Marmeláda,0,2,"Praha, Roháčova 1278/113, 13000",https://www.restu.cz/cukrarna-marmelada/
1981,Café Charmé Kunratická tvrz,0,1,"Praha, Golčova 1/2  , 14800",https://www.restu.cz/cafe-charme-kunraticka-tvrz/
1982,Garden Café Taussig,4.0,15,"Praha, Vlašská 344/25  čtvrť Praha 1  , 11800",https://www.restu.cz/garden-cafe-taussig/
1983,Food Court,0,1,"Praha, Veselská 663, 19900",https://www.restu.cz/food-court/
1984,Kavárna Café Pavlač Praha 3,4.4,72,"Praha, Víta Nejedlého 487/23  , 13000",https://www.restu.cz/cafe-pavlac-praha-3/
1985,"Punjabi Food OC EDEN, Praha",0,1,"Praha, U Slavie 1527/5, 10000",https://www.restu.cz/punjabi-food-oc-eden-praha/
1986,"Punjabi Food OC Letňany, Praha",0,2,"Praha, Veselská 663, 19900",https://www.restu.cz/punjabi-food-oc-letnany-praha/
1987,"Bistro Rancheros, Mexický Fast food",0,2,"Praha, Chlumecká 765/6, 19800",https://www.restu.cz/fast-food-rancheros/
1988,Cocktail Bar Milá Tchýně Myslíkova,4.2,10,"Praha, Na zbořenci 263/9, 12000",https://www.restu.cz/cocktail-bar-mila-tchyne-myslikova/
1989,Modřanská Archa,4.0,14,"Praha, Sofijské náměstí 3405/2 , 14300",https://www.restu.cz/restaurace-modranska-archa/
1990,Pasha Kebab,0,4,"Praha, Jungmannova 27, 11000",https://www.restu.cz/pasha-kebab/
1991,Asijské bistro pana Tuan Vu Minha / ASIAN BISTRO,0,1,"Praha, Bubenské nábř. 306/13, 17000",https://www.restu.cz/asijske-bistro-pana-tuan-vu-minha-asian-bistro/
1992,Puppy Bar,0,1,"Praha, Těšíkova 986/4, 14300",https://www.restu.cz/puppy-bar/
1993,Jokers Music Club,0,1,"Praha, Sofijské náměstí 3401/5, 14300",https://www.restu.cz/jokers-music-club/
1994,Pivnice Tančírna,0,1,"Praha, Podolské nábřeží 1184/3, 14000",https://www.restu.cz/pivnice-tancirna/
1995,Ristorante LA CAREZZA,0,1,"Praha, Podolské nábřeží 1184/3 , 14700",https://www.restu.cz/ristorante-la-carezza/
1996,Yes club,0,1,"Praha, Škrétova 386/1, 12000",https://www.restu.cz/yes-club/
1997,Club Termix,0,1,"Praha, Třebízského 1514/4, 12000",https://www.restu.cz/club-termix/
1998,Bar Stromoffka,0,1,"Praha, Gerstnerova 9, 17000",https://www.restu.cz/stromoffka/
1999,Vegan City,0,1,"Praha, Husitská 192/45, 13000",https://www.restu.cz/vegan-city/
2000,Rum House,0,1,"Praha, Žitná 1438/42, 12000",https://www.restu.cz/rum-house/
2001,Charlie Vínko,0,1,"Praha, Myslíkova 1998/30, 12000",https://www.restu.cz/charlie-vinko/
2002,FINECAFE,0,1,"Praha, Lumírova 1715/33, 14000",https://www.restu.cz/finecafe/
2003,Ron Bar Sbohemrozume,0,1,"Praha, Záhřebská 153/32 , 12000",https://www.restu.cz/ron-bar-sbohemrozume/
2004,Vinárna Vínečko,4.1,14,"Praha, Londýnská 135/29, 12000",https://www.restu.cz/vinarna-vinecko/
2005,Kavárna a knihkupectví Blatouch,3.2,7,"Praha, Americká 579/17, 12000",https://www.restu.cz/kavarna-a-knihkupectvi-blatouch/
2006,"Vinograf Míšeňská, wine bar",4.0,8,"Praha, Míšeňská 68/8, 11800",https://www.restu.cz/vinograf-misenska-wine-bar/
2007,Vinograf Senovážné náměstí,4.4,96,"Praha, Senovážné náměstí 978/23, 11000",https://www.restu.cz/vinograf-senovazne-namesti/
2008,Popocafepetl Italská,0,1,"Praha, Italská 1203/18, 12000",https://www.restu.cz/popocafepetl-italska/
2009,Popocafepetl music club Újezd,0,2,"Praha, Újezd 409/19, 11800",https://www.restu.cz/popocafepetl-music-club-ujezd/
2010,Placebo Pub,0,1,"Praha, Mikovcova 581/12, 12000",https://www.restu.cz/placebo-pub/
2011,Music club Phenomen,0,1,"Praha, Nádražní 43/84  čtvrť Praha 5, 15000",https://www.restu.cz/music-club-phenomen/
2012,Bar Nota,0,1,"Praha, Štěpánská 539/9, 12000",https://www.restu.cz/bar-nota/
2013,Misch Masch,0,1,"Praha, Veletržní 826/61, 17000",https://www.restu.cz/misch-masch/
2014,Kavárna Malostranská Beseda,4.5,16,"Praha, Malostranské náměstí 35/21, 11800",https://www.restu.cz/kavarna-malostranska-beseda-1/
2015,Pivnice Malostranská Beseda,4.3,20,"Praha, Malostranské náměstí 35/21, 11800",https://www.restu.cz/pivnice-malostranska-beseda/
2016,Videokavárna Trick Bar – vinný a koktejlový bar,0,1,"Praha, Malostranské náměstí 35/21, 11800",https://www.restu.cz/videokavarna-trick-bar-vinny-a-koktejlovy-bar/
2017,Bar Magister Kelley,0,1,"Praha, Rejskova 982/3, 12000",https://www.restu.cz/bar-magister-kelley/
2018,M1 Lounge Bar & Club,0,1,"Praha, Masná 705/1  , 11000",https://www.restu.cz/m1-lounge/
2019,Pub & bar Legend 13,0,1,"Praha, Mostecká 278/13  , 11800",https://www.restu.cz/pub-bar-legend-13/
2020,Le Mirage Újezd,0,1,"Praha, Újezd 598/5, 15000",https://www.restu.cz/le-mirage-ujezd/
2021,Čínská restaurace Jin He,0,2,"Praha, Újezd 598/5, 15000",https://www.restu.cz/cinska-restaurace-jin-he/
2022,Le Mirage Lublaňská,0,1,"Praha, Lublaňská 647/48, 12000",https://www.restu.cz/le-mirage-lublanska/
2023,Bar La Fuente,0,1,"Praha, Národní obrany 935/13, 16000",https://www.restu.cz/la-fuente/
2024,Jazz Dock,4.5,6,"Praha, Janáčkovo nábřeží 3249/2, 15000",https://www.restu.cz/jazz-dock/
2025,Pizzerie Pizza Jižní mĕsto,0,1,"Praha, Opatovská 1753/12, 14900",https://www.restu.cz/pizza-jizni-mesto/
2026,Ru Yang Lou,0,1,"Praha, Křejpského 1530/4, 14900",https://www.restu.cz/cinska-restaurace-ru-yang-lou/
2027,Plzeňka U Pommerů,0,1,"Praha, Starobylá 1008/19, 14900",https://www.restu.cz/restaurace-u-pommeru/
2028,Music Club Insomnia,0,1,"Praha, Starobylá 1007/17 , 14900",https://www.restu.cz/music-club-praha-insomnia/
2029,Restaurace Dvůr,0,1,"Praha, Kurta Konráda 507/20, 19000",https://www.restu.cz/restaurace-dvur/
2030,MUSIC CLUB 73,0,1,"Praha, Kurta Konráda 507/20, 19000",https://www.restu.cz/music-club-73/
2031,ICE pub Praha,0,1,"Praha, Smetanovo nábřeží 198/1 , 11000",https://www.restu.cz/ice-pub-praha/
2032,Hemingway Cocktail,4.8,65,"Praha, Karoliny Světlé 279/26  , 11000",https://www.restu.cz/hemingway-cocktail-bar/
2033,Groove,0,3,"Praha, Voršilská 142/6 , 11000",https://www.restu.cz/groove-bar/
2034,Futurum Music Bar,0,1,"Praha, Zborovská 82/7, 15000",https://www.restu.cz/futurum-music-bar/
2035,Freeride bar,0,1,"Praha, Kamenická 803/11, 17000",https://www.restu.cz/freeride-bar/
2036,Black Angel’s,4.3,13,"Praha, Staroměstské náměstí 460/29, 11000",https://www.restu.cz/black-angel-s-bar/
2037,U prince,4.7,9,"Praha, Staroměstské náměstí 460/29, 11000",https://www.restu.cz/restaurace-u-prince/
2038,Bar And Books Týnská,0,1,"Praha, Týnská 1053/19, 11000",https://www.restu.cz/bar-and-books-tynska/
2039,Manesova  Bar and Books,0,2,"Praha, Mánesova 1525/64  , 12000",https://www.restu.cz/manesova-bar-and-books/
2040,Vinný bar U vzducholodě,0,1,"Praha, Šmeralova 208/16, 17000",https://www.restu.cz/vinny-bar-u-vzducholode/
2041,Pivnice XT4,0,1,"Praha, Vlkova 619/41, 13000",https://www.restu.cz/pivnice-xt4/
2042,Pivní rozmanitost,0,1,"Praha, Koněvova 1819/133, 13000",https://www.restu.cz/pivni-rozmanitost/
2043,La Torta,0,1,"Praha, Melantrichova 477/20, 11000",https://www.restu.cz/la-torta/
2044,Pivní šenk U Kacíře,4.2,14,"Praha, Mánesova 1645/87, 12000",https://www.restu.cz/pivni-senk-u-kacire/
2045,Pho Vietnam Tuan&Lan Anglická,4.3,23,"Praha, Anglická 529/15, 12000",https://www.restu.cz/pho-vietnam-tuanlan-anglicka/
2046,Pho Vietnam Tuan&Lan Slavíkova,0,2,"Praha, Slavíkova 1657/1, 12000",https://www.restu.cz/pho-vietnam-tuanlan-slavikova/
2047,Nebeská vůně,0,1,"Praha, Seifertova 545/44, 13000",https://www.restu.cz/nebeska-vune/
2048,Pub & Bar Shooters,0,1,"Praha, Krymská 152/1, 10100",https://www.restu.cz/pub-bar-shooters/
2049,Hospoda Pohoda,0,2,"Praha, Bělehradská 238/9, 14000",https://www.restu.cz/hospoda-pohoda/
2050,Hospůdka Pohoda,0,1,"Praha, Sudoměřská 1707/19, 13000",https://www.restu.cz/hospudka-pohoda-1/
2051,Na Cibulkách,0,1,"Praha, Koněvova 2502/250, 13000",https://www.restu.cz/restaurace-na-cibulkach/
2052,Hospůdka U Kladiva,0,5,"Praha, Na palouku 652/28, 10000",https://www.restu.cz/hospudka-u-kladiva/
2053,U Báti,0,1,"Praha, Libušská 2/159, 14200",https://www.restu.cz/hospudka-u-bati/
2054,Hospoda V Zátiší,0,1,"Praha, Brigádníků 1967/1a, 10000",https://www.restu.cz/hospoda-v-zatisi/
2055,Hospoda Na Padesátém,0,1,"Praha, Uhříněveská 1017/1, 10000",https://www.restu.cz/hospoda-na-padesatem/
2056,Billiard Club Balabuška,0,1,"Praha, Michelská 19/16, 14000",https://www.restu.cz/billiard-club-balabuska/
2057,Gril bar Roháč,0,2,"Praha, Michelská 792/2, 14000",https://www.restu.cz/restaurace-rohac/
2058,Na Závisti,3.9,7,"Praha, Nuselská 513/76, 14000",https://www.restu.cz/na-zavisti/
2059,Kavárna Café a knihkupectví Fra,0,1,"Praha, Šafaříkova 202/15, 12000",https://www.restu.cz/cafe-a-knihkupectvi-fra/
2060,Kafé a Kakao,0,2,"Praha, Americká 703/2, 12000",https://www.restu.cz/kafe-a-kakao/
2061,Plevel restaurant Krymská,4.3,331,"Praha, Krymská 126/2, 10100",https://www.restu.cz/plevel-restaurant/
2062,Culinary Aroma,4.0,13,"Praha, Českomoravská 2420/15a, 19000",https://www.restu.cz/culinary-aroma/
2063,Brouk,0,1,"Praha, Vltavská 533/22, 15000",https://www.restu.cz/hospoda-brouk/
2064,U Černého kohouta,0,1,"Praha, Dělnická 301/35, 17000",https://www.restu.cz/u-cerneho-kohouta/
2065,Hostinec U Tunelu,4.5,42,"Praha, Thámova 396/1, 18600",https://www.restu.cz/hostinec-u-tunelu/
2066,Hospůdka U Habásků,0,1,"Praha, Štítného 408/16, 13000",https://www.restu.cz/hospudka-u-habasku/
2067,Bílá Velryba,0,1,"Praha, Karlova 145/25, 11000",https://www.restu.cz/bila-velryba/
2068,U Pižďucha,0,1,"Praha, Blahníkova 657/6, 13000",https://www.restu.cz/u-pizducha/
2069,Hospoda U vystřelenýho oka,0,1,"Praha, U božích bojovníků 606/3, 13000",https://www.restu.cz/hospoda-u-vystrelenyho-oka/
2070,U Provaznice,4.1,27,"Praha, Provaznická 385/3, 11000",https://www.restu.cz/hostinec-u-provaznice/
2071,Irish Pub Martin´s,3.9,7,"Praha, Lublaňská 5/57, 12000",https://www.restu.cz/irish-pub-martin-s/
2072,Pivnice U Fandy,0,1,"Praha, Prvního pluku 207/1, 18600",https://www.restu.cz/pivnice-u-fandy/
2073,Rocky O' Reillys Irish Pub,0,1,"Praha, Štěpánská 620/32, 11000",https://www.restu.cz/rocky-o-reillys-irish-pub/
2074,U Kruhu,0,2,"Praha, Palackého 723/6, 11000",https://www.restu.cz/hospoda-u-kruhu/
2075,Motorest U vodáka,0,1,"Praha, Výpadová 1037/26, 15300",https://www.restu.cz/motorest-u-vodaka/
2076,Bar Slunečnice,0,1,"Praha, Radlická 298/105, 15000",https://www.restu.cz/bar-slunecnice/
2077,Villa Andy,0,1,"Praha, U šípků 1029/10, 15400",https://www.restu.cz/villa-andy/
2078,Sportbar,0,1,"Praha, Bělohorská 263/33, 16900",https://www.restu.cz/sportbar-2/
2079,Jeep,0,1,"Praha, Pod lipkami 1407/16, 15000",https://www.restu.cz/jeep-bar/
2080,BILLARD - CENTRUM - Radost,0,1,"Praha, Břevnovská 1088/5, 16900",https://www.restu.cz/billard-centrum-radost/
2081,Bar Nika,0,1,"Praha, Na Petřinách 310/82, 16200",https://www.restu.cz/caffe-bar-nika/
2082,Bar Barbar,0,1,"Praha, Jenečská 226/20, 16100",https://www.restu.cz/bar-barbar/
2083,May Day,0,1,"Praha, K letišti 1074/32, 16100",https://www.restu.cz/may-day/
2084,Bar u Douga Badmana,0,1,"Praha, Žukovského 888/2, 16100",https://www.restu.cz/bar-u-douga-badmana/
2085,CODE cocktail & music bar,0,1,"Praha, Nevanova 1050/11, 16300",https://www.restu.cz/code-cocktail-music-bar/
2086,Mr.Clou,0,1,"Praha, Řevnická 121/1, 15521",https://www.restu.cz/mr-clou/
2087,Hostinec Na Rychtě Praha,0,1,"Praha, Na břevnovské pláni 1975/73, 16900",https://www.restu.cz/hostinec-na-rychte-2/
2088,Hostinec V Chaloupkách,4.7,6,"Praha, V chaloupkách 24/54, 19800",https://www.restu.cz/hostinec-v-chaloupkach/
2089,Pohoda hospoda & bar,0,1,"Praha, Seydlerova 2149/7, 15800",https://www.restu.cz/pohoda-hospoda-bar/
2090,Hostinec U Míšků,0,1,"Praha, Bílenecké náměstí 37/7, 18400",https://www.restu.cz/hostinec-u-misku/
2091,Hostinec Drinopol,0,2,"Praha, Bělohorská 493/63, 16900",https://www.restu.cz/hostinec-drinopol/
2092,Hostinec U Romana,0,1,"Praha, Podlipného 483/19, 18000",https://www.restu.cz/hostinec-u-romana/
2093,Pivnice U Švejka,0,1,"Praha, Jugoslávských partyzánů 1425/9, 16000",https://www.restu.cz/pivnice-u-svejka/
2094,Hostinec U Jirky,0,1,"Praha, Přemyšlenská 1684/1, 18200",https://www.restu.cz/hostinec-u-jirky/
2095,Cihelna,0,1,"Praha, Grafická 446/26, 15000",https://www.restu.cz/hospudka-cihelna/
2096,Hostinec U Dvou slunců,0,1,"Praha, Nerudova 233/47, 11800",https://www.restu.cz/hostinec-u-dvou-sluncu/
2097,Hostinec U Kocoura,0,1,"Praha, Nerudova 205/2, 11800",https://www.restu.cz/hostinec-u-kocoura/
2098,U rytíře,0,2,"Praha, Zborovská 601/38, 15000",https://www.restu.cz/hospudka-u-rytire/
2099,Pivnice U hrocha,4.6,12,"Praha, Thunovská 178/10, 11800",https://www.restu.cz/pivnice-u-hrocha/
2100,Hostinec Na staré Vozovně,0,3,"Praha, Patočkova 460/4, 16200",https://www.restu.cz/hostinec-na-stare-vozovne/
2101,Vinotéka Karlovo náměstí,0,1,"Praha, Karlovo náměstí 17, 12000",https://www.restu.cz/vinoteka-praha/
2102,Lobby bar Olšanka,0,2,"Praha, Táboritská 1000/23, 13000",https://www.restu.cz/cafe-bar-olsanka/
2103,Club Velbloud,0,1,"Praha, Hraniční 26/3, 13000",https://www.restu.cz/club-velbloud/
2104,Venda bar,0,1,"Praha, Jana Želivského 1860/27, 13000",https://www.restu.cz/venda-bar/
2105,U Sporťáka,0,1,"Praha, Moskevská 95/45, 10100",https://www.restu.cz/u-sportaka/
2106,Bamboo music pub,0,1,"Praha, Počernická 473/81, 10800",https://www.restu.cz/bamboo-music-pub/
2107,London Bar,0,1,"Praha, Ruská 614/42, 10100",https://www.restu.cz/london-bar/
2108,Bowling bar U Zeleného ptáka,0,1,"Praha, Jana Růžičky 1232, 14800",https://www.restu.cz/bowling-bar-u-zeleneho-ptaka/
2109,Bar Na Želvě,0,1,"Praha, Vinohradská 1698/194, 13000",https://www.restu.cz/bar-na-zelve/
2110,Restaurace Hotel Astra,0,1,"Praha, Mukařovská 1740/22, 10000",https://www.restu.cz/restaurace-hotel-astra/
2111,Restaurant & Bar U Sudů,4.4,10,"Praha, Černokostelecká 919/18, 10000",https://www.restu.cz/restaurant-bar-u-sudu/
2112,Music & Sport bar U Tvrze,0,1,"Praha, Donovalská 1725/47, 14900",https://www.restu.cz/music-sport-bar-u-tvrze/
2113,La Bomba,0,1,"Praha, Srbínská 867/4, 10000",https://www.restu.cz/la-bomba/
2114,Martinez Restaurant Cocktail Bar,0,1,"Praha, Gutova 1240/17, 10000",https://www.restu.cz/martinez-restaurant-cocktail-bar/
2115,Bar Vesna,0,1,"Praha, Na Hroudě 1034/61, 10000",https://www.restu.cz/bar-vesna-1/
2116,Bowling Na Ovčíně,0,1,"Praha, Záběhlická 3/82, 10600",https://www.restu.cz/bowling-na-ovcine/
2117,Tyrkys bar,0,1,"Praha, V Korytech 1773/4, 10600",https://www.restu.cz/tyrkys-bar/
2118,"Sportbar Praha 7 - Holešovice, Dukelských hrdinů",0,1,"Praha, Dukelských hrdinů 903/42, 17000",https://www.restu.cz/sportbar-praha-7-holesovice-dukelskych-hrdinu/
2119,Pizza Presto 63,0,2,"Praha, Vinohradská 1485/63, 12000",https://www.restu.cz/pizza-presto-63/
2120,L Bar,0,1,"Praha, Semilská 100/12, 19700",https://www.restu.cz/13-bar/
2121,Restaurace Penzion U Hofmanů,0,1,"Praha, Nad Šutkou 490/16, 18200",https://www.restu.cz/restaurace-penzion-u-hofmanu/
2122,Vidličky a nože,4.4,51,"Praha, Vodní 93/11  , 15000",https://www.restu.cz/vidlicky-a-noze/
2123,Restaurace Větrník,4.6,24,"Praha, U Větrníku 40/1, 16200",https://www.restu.cz/restaurace-vetrnik-2/
2124,Krčma,3.8,9,"Praha, Kostečná 4, 11000",https://www.restu.cz/krcma-2/
2125,CP1 Café & Wine Bar,4.3,12,"Praha, Konviktská 24, 11000",https://www.restu.cz/cp1-cafe-wine-bar/
2126,Estrella,4.5,93,"Praha, Opatovická 17, 11000",https://www.restu.cz/estrella/
2127,Zebra Asian Noodle Bar,3.4,12,"Praha, Melantrichova 5, 11000",https://www.restu.cz/zebra-asian-noodle-bar/
2128,JB Club U Emy Destinnové,0,1,"Praha, Kateřinská 7, 12000",https://www.restu.cz/jb-club/
2129,Deli and Bakery,0,1,"Praha, Štepánská 1677/20, 11000",https://www.restu.cz/bistro-deli-and-bakery/
2130,Le Cinque Corone,0,1,"Praha, Melantrichova 11, 11000",https://www.restu.cz/le-cinque-corone/
2131,U dvou velbloudů,0,1,"Praha, Kožná 474/4, 11000",https://www.restu.cz/u-dvou-velbloudu/
2132,Cafe Pointa,4.4,10,"Praha, Na Valech  2, 16000",https://www.restu.cz/cafe-pointa/
2133,Rocky O´ Reillys Irish Pub,0,4,"Praha, Štěpánská 32, 11000",https://www.restu.cz/rocky-oreillys/
2134,Host restaurant,0,2,"Praha, Loretánská 15, 11000",https://www.restu.cz/host-restaurant/
2135,Lippert Hotel Restaurant,0,1,"Praha, Mikulášská 2/19, 11000",https://www.restu.cz/lippert-hotel-restaurant/
2136,Tom's burger Hybernská,4.2,739,"Praha, Hybernská 26, 11000",https://www.restu.cz/toms-burger/
2137,U Špirků,3.5,6,"Praha, Kožná 12/1024, 11000",https://www.restu.cz/u-spirku/
2138,U Budovce,0,1,"Praha, Týnská 7, 11000",https://www.restu.cz/u-budovce/
2139,Restaurace Rana,4.4,15,"Praha, Na dědince 12, 18000",https://www.restu.cz/restaurace-rana/
2140,Kavárna Cafe Malvin,0,1,"Praha, Pohořelec 8, 11800",https://www.restu.cz/cafe-malvin/
2141,U dvou srdcí,0,1,"Praha, U Lužického semináře 38, 11000",https://www.restu.cz/u-dvou-srdci/
2142,Irma Guga,4.3,22,"Praha, Karolíny Světlé 30, 11000",https://www.restu.cz/irma-guga-1/
2143,Restaurant U Krále Karla,0,1,"Praha, Úvoz 4/170, 11800",https://www.restu.cz/restaurant-u-krale-karla/
2144,Vinoteka Bacco,0,3,"Praha, Bělehradská 168/28, 12000",https://www.restu.cz/vinoteka-bacco/
2145,Kavárna Na Šumavě,5.0,6,"Praha, Šumavská 31, 12000",https://www.restu.cz/kavarna-na-sumave/
2146,Bernard Pub,4.0,30,"Praha, Jeseniova 1692/93  , 13000",https://www.restu.cz/bernard-pub/
2147,Fiasko American Bar,4.2,15,"Praha, Stroupežnického 9, 15000",https://www.restu.cz/fiasko-american-bar/
2148,U Suchý Dásně,0,1,"Praha, Trojická 11, 12800",https://www.restu.cz/restaurace-u-suchy-dasne/
2149,Cafe Sládkovský,4.3,10,"Praha, Sevastopolská 17, 11000",https://www.restu.cz/cafe-sladkovsky/
2150,Malostranská hospůdka U Tří Zvonků,0,1,"Praha, Mostecká 16, 11800",https://www.restu.cz/malostranska-hospudka-u-tri-zvonku/
2151,Caffetteria Guseppe,0,1,"Praha, Štupartská 7, 11000",https://www.restu.cz/caffetteria-guseppe/
2152,Grosseto Brumlovka,4.2,18,"Praha, Vyskočilova 2, 14000",https://www.restu.cz/pizzerie-grosseto-brumlovka/
2153,Podolská Kotva,4.0,122,"Praha, Podolské nábřeží 20, 14000",https://www.restu.cz/podolska-kotva/
2154,U Dvou sester,0,1,"Praha, Melantrichova 10, 11000",https://www.restu.cz/u-dvou-sester/
2155,Kastrol,4.6,112,"Praha, Ohradské náměstí 1625/2, 15500",https://www.restu.cz/restaurace-kastrol/
2156,AU CO Vietnam Restaurant,4.2,14,"Praha, Bělohorská 1395/40, 16900",https://www.restu.cz/au-co-vietnam-restaurant/
